# generic2 mA
# generic1 °C
2023-07-11T12:40:31.487201+01:00,-0.237114,generic2,nan,mA,generic1,24.53125,°C
2023-07-11T12:40:31.619390+01:00,-0.037114,generic2,nan,mA,generic1,24.53125,°C
2023-07-11T12:40:31.802625+01:00,0.162886,generic2,nan,mA,generic1,24.53125,°C
2023-07-11T12:40:32.048816+01:00,0.362886,generic2,nan,mA,generic1,24.53125,°C
2023-07-11T12:40:32.236054+01:00,0.562886,generic2,nan,mA,generic1,24.53125,°C
2023-07-11T12:40:32.423644+01:00,0.762886,generic2,nan,mA,generic1,24.53125,°C
2023-07-11T12:40:32.616134+01:00,0.962886,generic2,nan,mA,generic1,24.53125,°C
2023-07-11T12:40:32.799203+01:00,1.162886,generic2,nan,mA,generic1,24.53125,°C
2023-07-11T12:40:33.052931+01:00,1.362886,generic2,nan,mA,generic1,24.53125,°C
2023-07-11T12:40:33.237058+01:00,1.562886,generic2,nan,mA,generic1,24.53125,°C
2023-07-11T12:40:33.437292+01:00,1.762886,generic2,nan,mA,generic1,24.53125,°C
2023-07-11T12:40:33.620505+01:00,1.962886,generic2,nan,mA,generic1,24.53125,°C
2023-07-11T12:40:33.805408+01:00,2.162886,generic2,nan,mA,generic1,24.53125,°C
2023-07-11T12:40:34.070496+01:00,2.362886,generic2,nan,mA,generic1,24.53125,°C
2023-07-11T12:40:34.203870+01:00,2.562886,generic2,nan,mA,generic1,24.53125,°C
2023-07-11T12:40:34.403891+01:00,2.762886,generic2,nan,mA,generic1,24.53125,°C
2023-07-11T12:40:34.604245+01:00,2.962886,generic2,nan,mA,generic1,24.53125,°C
2023-07-11T12:40:34.803887+01:00,3.162886,generic2,nan,mA,generic1,24.53125,°C
2023-07-11T12:40:35.053093+01:00,3.362886,generic2,nan,mA,generic1,24.53125,°C
2023-07-11T12:40:35.243619+01:00,3.562886,generic2,nan,mA,generic1,24.53125,°C
2023-07-11T12:40:35.425027+01:00,3.762886,generic2,nan,mA,generic1,24.53125,°C
2023-07-11T12:40:35.617322+01:00,3.962886,generic2,nan,mA,generic1,24.53125,°C
2023-07-11T12:40:35.807972+01:00,4.162886,generic2,nan,mA,generic1,24.53125,°C
2023-07-11T12:40:36.054965+01:00,4.362886,generic2,nan,mA,generic1,24.53125,°C
2023-07-11T12:40:36.240228+01:00,4.562886,generic2,nan,mA,generic1,24.53125,°C
2023-07-11T12:40:36.816617+01:00,5.379503,generic2,nan,mA,generic1,nan,mA
2023-07-11T12:40:37.019837+01:00,5.582723,generic2,nan,mA,generic1,nan,mA
2023-07-11T12:40:37.228169+01:00,5.791055,generic2,nan,mA,generic1,nan,mA
2023-07-11T12:40:37.424112+01:00,5.986998,generic2,nan,mA,generic1,nan,mA
2023-07-11T12:40:37.627109+01:00,6.189995,generic2,nan,mA,generic1,nan,mA
