# generic2 mA
# generic1 °C
2023-07-10T10:59:16.685329+01:00,80.000635,generic2,nan,mA,generic1,nan,mA
2023-07-10T10:59:16.884732+01:00,80.200038,generic2,nan,mA,generic1,nan,mA
2023-07-10T10:59:17.091719+01:00,80.407025,generic2,nan,mA,generic1,nan,mA
2023-07-10T10:59:17.289969+01:00,80.605275,generic2,nan,mA,generic1,nan,mA
2023-07-10T10:59:17.503386+01:00,80.818692,generic2,nan,mA,generic1,nan,mA
2023-07-10T10:59:17.698449+01:00,81.013755,generic2,nan,mA,generic1,nan,mA
2023-07-10T10:59:17.906204+01:00,81.22151,generic2,nan,mA,generic1,nan,mA
2023-07-10T10:59:18.108481+01:00,81.423787,generic2,nan,mA,generic1,nan,mA
2023-07-10T10:59:18.307136+01:00,81.622442,generic2,nan,mA,generic1,nan,mA
2023-07-10T10:59:18.508850+01:00,81.824156,generic2,nan,mA,generic1,nan,mA
2023-07-10T10:59:18.723281+01:00,82.038587,generic2,nan,mA,generic1,nan,mA
2023-07-10T10:59:18.915521+01:00,82.230827,generic2,nan,mA,generic1,nan,mA
2023-07-10T10:59:19.122161+01:00,82.437467,generic2,nan,mA,generic1,nan,mA
2023-07-10T10:59:19.329849+01:00,82.645155,generic2,nan,mA,generic1,nan,mA
2023-07-10T10:59:19.530739+01:00,82.846045,generic2,nan,mA,generic1,nan,mA
2023-07-10T10:59:19.729993+01:00,83.045299,generic2,nan,mA,generic1,nan,mA
2023-07-10T10:59:19.936108+01:00,83.251414,generic2,nan,mA,generic1,nan,mA
2023-07-10T10:59:20.141318+01:00,83.456624,generic2,nan,mA,generic1,nan,mA
2023-07-10T10:59:20.339189+01:00,83.654495,generic2,nan,mA,generic1,nan,mA
2023-07-10T10:59:20.540404+01:00,83.85571,generic2,nan,mA,generic1,nan,mA
2023-07-10T10:59:20.743784+01:00,84.05909,generic2,nan,mA,generic1,nan,mA
2023-07-10T10:59:20.947860+01:00,84.263166,generic2,nan,mA,generic1,nan,mA
2023-07-10T10:59:21.156320+01:00,84.471626,generic2,nan,mA,generic1,nan,mA
2023-07-10T10:59:21.357904+01:00,84.67321,generic2,nan,mA,generic1,nan,mA
2023-07-10T10:59:21.565863+01:00,84.881169,generic2,nan,mA,generic1,nan,mA
2023-07-10T10:59:21.763318+01:00,85.078624,generic2,nan,mA,generic1,nan,mA
2023-07-10T10:59:21.968493+01:00,85.283799,generic2,nan,mA,generic1,nan,mA
2023-07-10T10:59:22.172494+01:00,85.4878,generic2,nan,mA,generic1,nan,mA
2023-07-10T10:59:22.371197+01:00,85.686503,generic2,nan,mA,generic1,nan,mA
2023-07-10T10:59:22.578931+01:00,85.894237,generic2,nan,mA,generic1,nan,mA
2023-07-10T10:59:22.787230+01:00,86.102536,generic2,nan,mA,generic1,nan,mA
2023-07-10T10:59:22.979234+01:00,86.29454,generic2,nan,mA,generic1,nan,mA
2023-07-10T10:59:23.180917+01:00,86.496223,generic2,nan,mA,generic1,nan,mA
2023-07-10T10:59:23.388254+01:00,86.70356,generic2,nan,mA,generic1,nan,mA
2023-07-10T10:59:23.586388+01:00,86.901694,generic2,nan,mA,generic1,nan,mA
2023-07-10T10:59:23.794783+01:00,87.110089,generic2,nan,mA,generic1,nan,mA
2023-07-10T10:59:23.996555+01:00,87.311861,generic2,nan,mA,generic1,nan,mA
2023-07-10T10:59:24.202187+01:00,87.517493,generic2,nan,mA,generic1,nan,mA
2023-07-10T10:59:24.403212+01:00,87.718518,generic2,nan,mA,generic1,nan,mA
